"","Title","LCCN","Start_Date","End_Date","Town","State"
"1591","Hannibal journal.","sn89067494",1853-03-15,1853-09-21,"Hannibal","Missouri"
"1592","The Hayti herald.","sn89066651",1909-01-07,1922-02-24,"Hayti","Missouri"
"1593","Hermanner Volksblatt u. Gasconade Zeitung.","sn85034180",1872-10-24,1873-03-27,"Hermann","Missouri"
"1594","Hermanner Volksblatt.","sn86054053",1860-01-01,1871-09-07,"Hermann","Missouri"
"1595","Hermanner Volksblatt.","sn93060116",1875-02-18,1922-12-29,"Hermann","Missouri"
"1596","The Holt County sentinel.","sn90061417",1883-08-17,1921-09-30,"Oregon","Missouri"
"1597","The Holt County sentinel.","sn85034039",1865-06-30,1880-12-31,"Oregon","Missouri"
"1598","The Howard union.","sn89066162",1865-06-15,1865-12-07,"Glasgow","Missouri"
"1599","The intelligencer.","sn93060412",1887-04-16,1891-02-14,"Lexington","Missouri"
"1600","Iron County register.","sn84024283",1880-01-01,1922-12-28,"Ironton","Missouri"
"1601","The Jackson herald.","sn89066620",1901-07-25,1910-12-01,"Jackson","Missouri"
"1602","The Jasper news.","sn90061052",1901-07-26,1922-12-28,"Jasper","Missouri"
"1603","Kansas City daily journal.","sn86063624",1895-01-01,1897-02-13,"Kansas City","Missouri"
"1604","Kansas City journal.","sn86063615",1890-07-24,1899-12-10,"Kansas City","Missouri"
"1605","The Kansas City sun.","sn90061556",1914-01-10,1920-12-25,"Kansas City","Missouri"
"1606","The Laclede blade.","sn89066129",1902-07-12,1922-12-22,"Laclede","Missouri"
"1607","The Lexington intelligencer.","sn86063623",1901-04-13,1922-12-29,"Lexington","Missouri"
"1608","Lexington weekly intelligencer.","sn87052143",1872-01-10,1887-04-09,"Lexington","Missouri"
"1609","The Lincoln County herald.","sn90061771",1866-01-05,1873-06-04,"Troy","Missouri"
"1610","Mansfield mirror.","sn89066901",1912-12-26,1922-12-28,"Mansfield","Missouri"
"1611","The Mansfield press.","sn89066919",1908-10-09,1909-12-30,"Mansfield","Missouri"
"1612","Marble Hill press.","sn89066695",1889-07-25,1922-12-28,"Marbel","Missouri"
"1613","The Marshall republican.","sn89066240",1899-06-02,1914-05-29,"Marshall","Missouri"
"1614","The menace.","sn89066178",1911-11-11,1919-12-06,"Aurora","Missouri"
"1615","Mexico Missouri message.","sn89067273",1899-11-09,1918-11-07,"Mexico","Missouri"
"1616","Mexico weekly ledger.","sn89067274",1876-09-21,1922-12-28,"Mexico","Missouri"
"1617","The Missouri herald.","sn89066652",1922-03-03,1922-12-29,"Hayti","Missouri"
"1618","The Monett times.","sn90061308",1909-01-01,1922-12-29,"Monett","Missouri"
"1619","Monroe City Democrat.","sn90061309",1898-12-01,1919-11-28,"Monroe City","Missouri"
"1620","The Montgomery tribune.","sn90061056",1900-09-28,1910-12-30,"Montgomery City","Missouri"
"1621","Morgan County democrat.","sn90061782",1903-07-10,1906-08-17,"Versailles","Missouri"
"1622","Morgan County republican.","sn90061783",1906-08-24,1914-08-20,"Versailles","Missouri"
"1623","The news boy.","sn89066235",1894-01-27,1897-02-13,"Benton","Missouri"
"1624","Osage County Volksblatt.","sn89066801",1899-06-07,1917-07-19,"Westphalia","Missouri"
"1625","Osage Valley banner.","sn90061739",1879-01-16,1881-11-10,"Tuscumbia","Missouri"
"1626","Potosi journal.","sn90061371",1894-08-22,1922-12-27,"Potosi","Missouri"
"1627","The professional world.","sn89066321",1901-11-01,1903-12-25,"Columbia","Missouri"
"1628","The radical.","sn83016922",1841-11-06,1845-01-25,"Bowling Green","Missouri"
"1629","The Rich Hill tribune.","sn90061663",1903-01-01,1910-12-29,"Rich Hill","Missouri"
"1630","Richmond democrat.","sn86063662",1879-05-22,1888-12-20,"Richmond","Missouri"
"1631","Ripley County democrat.","sn89067083",1905-11-17,1918-11-22,"Doniphan","Missouri"
"1632","The Rising son.","sn83025494",1903-01-16,1907-12-28,"Kansas City","Missouri"
"1633","The Saline republican.","sn89066239",1898-12-23,1899-05-05,"Marshall","Missouri"
"1634","Salt River journal.","sn83016924",1839-11-23,1841-10-30,"Bowling Green","Missouri"
"1635","Saturday morning visitor.","sn92058841",1848-06-10,1849-02-24,"City of Warsaw","Missouri"
"1636","Scott County kicker.","sn89066234",1901-11-09,1917-04-07,"Benton","Missouri"
"1637","The Sedalia weekly bazoo.","sn90061066",1877-06-05,1893-12-26,"Sedalia","Missouri"
"1638","Sedalia weekly conservator.","sn89067598",1903-05-08,1908-09-21,"Sedalia","Missouri"
"1639","The St. Joseph observer.","sn90061457",1915-01-02,1922-12-30,"St. Joseph","Missouri"
"1640","The St. Louis Republic.","sn84020274",1900-01-01,1906-01-02,"St. Louis","Missouri"
"1641","The state journal.","sn87052128",1872-12-27,1878-12-27,"Jefferson City","Missouri"
"1642","The state republican.","sn90061576",1890-01-02,1896-05-28,"Jefferson City","Missouri"
"1643","The Taney County republican.","sn89067390",1895-11-28,1920-09-30,"Forsyth","Missouri"
"1644","The tribune.","sn90061662",1901-08-01,1902-12-25,"Rich Hill","Missouri"
"1645","The Troy herald.","sn86063984",1873-06-18,1878-10-30,"Troy","Missouri"
"1646","University Missourian.","sn89066313",1908-09-14,1916-08-01,"Columbia","Missouri"
"1647","The weekly Caucasian.","sn85033995",1866-04-25,1875-08-14,"Lexington","Missouri"
"1648","Weekly Chillicothe crisis.","sn89066350",1878-09-12,1885-08-06,"Chillicothe","Missouri"
"1649","Weekly graphic.","sn89066097",1880-05-01,1896-12-25,"Kirksville","Missouri"
"1650","The weekly intelligencer.","sn93060416",1891-02-21,1901-04-06,"Lexington","Missouri"
"1651","The weekly tribune and the Cape County herald.","sn89066617",1914-11-06,1918-10-17,"Cape Girardeau","Missouri"
"1652","The weekly tribune.","sn89066618",1918-10-25,1918-12-25,"Cape Girardeau","Missouri"
"1653","Western union.","sn87091068",1850-10-10,1851-08-28,"City of Hannibal","Missouri"
"1654","World's cresset.","sn93060090",1903-07-02,1918-12-26,"JAH-ville","Missouri"
"1655","The Anaconda standard.","sn84036012",1889-09-04,1899-12-31,"Anaconda","Montana"
"1656","The avant courier.","sn86075114",1871-09-13,1872-07-25,"Bozeman","Montana"
"1657","The Benton record. [volume] (Benton, M.T.","sn84038126",1875-02-01,1879-12-26,"Benton","Montana"
"1658","The Benton weekly record.","sn85053148",1880-01-02,1884-05-10,"Benton","Montana"
"1659","The Billings gazette.","sn84036008",1899-01-03,1909-12-31,"Billings","Montana"
"1660","The Billings herald.","sn84036001",1882-06-01,1885-05-02,"Billings","Montana"
"1661","Bozeman avant courier.","sn84038123",1872-07-30,1879-12-25,"Bozeman","Montana"
"1662","The Bozeman courier.","sn86075113",1922-01-04,1927-12-30,"Bozeman","Montana"
"1663","The Bozeman weekly chronicle.","sn86075108",1883-05-16,1888-12-26,"Bozeman","Montana"
"1664","The Broadus independent.","sn84036255",1919-04-10,1919-05-24,"Broadus","Montana"
"1665","The Butte daily bulletin.","sn83045085",1919-01-16,1920-12-31,"Butte","Montana"
"1666","The Butte daily miner.","sn85053095",1886-01-01,1889-01-01,"Butte","Montana"
"1667","The Butte daily post.","sn85053058",1917-01-01,1917-12-31,"Butte","Montana"
"1668","The Butte inter mountain.","sn83025294",1901-05-02,1903-12-31,"Butte","Montana"
"1669","Butte semi-weekly miner.","sn84036034",1886-04-17,1889-12-28,"Butte","Montana"
"1670","Carbon County news.","sn84036287",1938-01-07,1945-07-19,"Red Lodge","Montana"
"1671","The Colored citizen.","sn84036198",1894-09-03,1894-11-05,"Helena","Montana"
"1672","Cut Bank pioneer press.","sn85053109",1910-12-16,1917-04-27,"Cut Bank","Montana"
"1673","The daily enterprise.","sn85053382",1883-06-04,1884-11-08,"Livingston","Montana"
"1674","The daily gazette.","sn85053069",1894-07-01,1894-07-01,"Billings","Montana"
"1675","Daily inter mountain.","sn85053057",1899-01-02,1901-05-01,"Butte","Montana"
"1676","The daily miner.","sn85053094",1882-01-01,1882-01-01,"Butte","Montana"
"1677","The Daily Missoulian.","sn83025316",1909-01-01,1918-04-30,"Missoula","Montana"
"1678","Daily Yellowstone journal.","sn86075021",1882-10-18,1893-01-17,"Miles City","Montana"
"1679","The Dillon tribune.","sn85053040",1881-02-19,1887-12-16,"Dillon","Montana"
"1680","The Dupuyer acantha.","sn84036266",1894-09-15,1901-12-26,"Dupuyer","Montana"
"1681","The Ekalaka eagle.","sn85053090",1909-04-02,1916-12-29,"Ekalaka","Montana"
"1682","The enterprise.","sn83025323",1908-01-22,1916-12-28,"Harlem","Montana"
"1683","The Eureka mirror.","sn85053106",1932-03-15,1936-11-06,"Eureka","Montana"
"1684","Fergus County argus.","sn84036228",1886-08-05,1906-12-28,"Lewistown","Montana"
"1685","Fergus County Democrat.","sn84036220",1904-08-23,1916-12-28,"Lewistown","Montana"
"1686","The Fort Peck press.","sn85053004",1934-08-02,1937-05-27,"Wheeler)","Montana"
"1687","The Glasgow courier.","sn85042379",1915-01-01,1945-12-27,"Glasgow","Montana"
"1688","Great Falls daily tribune.","sn84024808",1919-01-01,1921-01-10,"Great Falls","Montana"
"1689","The Great Falls leader.","sn86075268",1888-06-16,1888-10-20,"Great Falls","Montana"
"1690","The Great Falls leader.","sn86075267",1888-10-21,1889-12-31,"Great Falls","Montana"
"1691","Great Falls tribune.","sn83045217",1921-01-11,1922-12-31,"Great Falls","Montana"
"1692","Great Falls tribune.","sn86075238",1885-05-14,1890-01-11,"Great Falls","Montana"
"1693","Great Falls tribune.","sn86075239",1887-05-18,1890-01-11,"Great Falls","Montana"
"1694","Great Falls weekly tribune.","sn86075243",1894-11-30,1896-12-25,"Great Falls","Montana"
"1695","The Harlowton news.","sn85053181",1909-02-05,1914-01-16,"Harlowton","Montana"
"1696","The Havre herald.","sn84036162",1904-07-06,1908-10-07,"Havre","Montana"
"1697","The Helena independent.","sn83025308",1889-01-01,1894-12-31,"Helena","Montana"
"1698","Helena weekly herald.","sn84036143",1870-10-27,1889-12-26,"Helena","Montana"
"1699","Hungry Horse news.","sn84027524",1949-08-05,1954-12-31,"Columbia Falls","Montana"
"1700","Inverness news.","sn84036288",1918-09-07,1918-09-07,"Inverness","Montana"
"1701","Judith Gap journal.","sn83025313",1908-12-11,1913-12-26,"Judith Gap","Montana"
"1702","The Kalispell bee.","sn85053328",1901-03-01,1901-08-31,"Kalispell","Montana"
"1703","The Kalispell bee.","sn85053327",1900-06-15,1903-12-29,"Kalispell","Montana"
"1704","The Kevin courier.","sn85053340",1922-05-05,1922-08-23,"Kevin","Montana"
"1705","The Kevin review.","sn85053343",1922-09-27,1929-06-06,"Kevin","Montana"
"1706","Laurel outlook.","sn86075258",1944-01-05,1950-12-27,"Laurel","Montana"
"1707","The Libby herald.","sn85053292",1911-08-17,1913-08-29,"Libby","Montana"
"1708","The Livingston enterprise.","sn86075261",1884-11-01,1900-01-01,"Livingston","Montana"
"1709","The Madisonian.","sn86091484",1895-01-05,1896-12-26,"Virginia City","Montana"
"1710","The Mineral argus.","sn84036227",1883-08-09,1886-07-29,"Maiden","Montana"
"1711","The Montana courier.","sn85053342",1922-08-30,1922-09-20,"Shelby","Montana"
"1712","Montana farmer-stockman.","sn86075096",1948-01-01,1949-12-15,"Great Falls","Montana"
"1713","Montana leader.","sn84036289",1918-09-14,1918-10-12,"Great Falls","Montana"
"1714","Montana news.","sn84024811",1904-04-27,1912-01-04,"Lewistown","Montana"
"1715","The Montana nonpartisan.","sn84036290",1918-10-19,1919-12-20,"Great Falls","Montana"
"1716","The Montana plaindealer.","sn84036199",1906-03-16,1911-09-08,"Helena","Montana"
"1717","The Montana post.","sn83025293",1864-08-27,1869-06-11,"Virginia City","Montana"
"1718","The Neihart herald.","sn85053323",1891-05-29,1901-01-12,"Neihart","Montana"
"1719","The new age.","sn84036148",1902-05-30,1903-02-07,"Butte","Montana"
"1720","The new North-west.","sn84038125",1869-07-09,1897-04-30,"Deer Lodge","Montana"
"1721","The Philipsburg mail.","sn83025320",1887-04-28,1901-12-27,"Philipsburg","Montana"
"1722","The Powder River County examiner and the Broadus independent.","sn84036256",1919-05-31,1922-11-17,"Broadus","Montana"
"1723","The producers news.","sn85053305",1918-04-26,1922-12-29,"Plentywood","Montana"
"1724","The Ravalli Republican.","sn85053167",1894-08-22,1898-12-28,"Stevensville","Montana"
"1725","Red Lodge picket.","sn84036276",1889-12-21,1902-12-26,"Red Lodge","Montana"
"1726","The river press.","sn85053157",1880-10-27,1914-12-30,"Fort Benton","Montana"
"1727","Rocky Mountain husbandman.","sn83025309",1875-11-25,1884-12-25,"Diamond City","Montana"
"1728","The Ronan pioneer.","sn86075298",1911-02-03,1917-12-28,"Ronan","Montana"
"1729","Rosebud County news.","sn85053117",1901-02-28,1906-03-15,"Forsyth","Montana"
"1730","The roundup record.","sn86075094",1908-04-03,1913-12-26,"Roundup","Montana"
"1731","The searchlight.","sn85053089",1909-01-01,1912-12-27,"Culbertson","Montana"
"1732","The semi-weekly miner.","sn84036033",1882-01-11,1886-04-14,"Butte","Montana"
"1733","The semi-weekly tribune.","sn86075241",1890-04-12,1891-02-14,"Great Falls","Montana"
"1734","The Suffrage daily news.","sn85053121",1914-09-22,1914-11-02,"Helena","Montana"
"1735","Sun River sun.","sn86075197",1884-02-14,1885-04-30,"Sun River","Montana"
"1736","The tribune.","sn86075240",1890-01-15,1890-04-09,"Great Falls","Montana"
"1737","The weekly chronicle.","sn86075109",1883-02-07,1883-05-09,"Bozeman","Montana"
"1738","The weekly miner.","sn84036032",1879-06-10,1881-12-27,"Butte","Montana"
"1739","The weekly tribune.","sn86075242",1891-02-21,1894-11-23,"Great Falls","Montana"
"1740","The Western news.","sn84036207",1900-01-03,1910-12-30,"Stevensville","Montana"
"1741","The Whitefish pilot.","sn86075089",1908-01-03,1912-12-26,"Whitefish","Montana"
"1742","The Wibaux pioneer.","sn85053308",1907-01-17,1914-12-25,"Wibaux","Montana"
"1743","The Wolf Point herald.","sn86075272",1920-01-01,1932-12-30,"Wolf Point","Montana"
"1744","The Yellowstone journal.","sn86075022",1893-01-18,1894-12-31,"Miles City","Montana"
"1745","Yellowstone monitor.","sn86075153",1908-01-02,1915-12-30,"Glendive","Montana"
"1746","The Alliance herald.","2010270501",1902-02-21,1922-06-30,"Alliance","Nebraska"
"1747","The alliance-independent.","2017270211",1892-06-30,1894-03-08,"Lincoln","Nebraska"
"1748","The alliance.","2017270208",1889-06-12,1889-12-07,"Lincoln","Nebraska"
"1749","The American.","2017270212",1891-08-06,1899-09-08,"Omaha","Nebraska"
"1750","Bellevue gazette. [volume] (Bellevue City, N.T.","sn85033100",1856-10-23,1858-09-02,"Bellevue City","Nebraska"
"1751","Capital city courier.","2010270510",1887-12-17,1893-06-11,"Lincoln","Nebraska"
"1752","Cherry County independent.","sn95069777",1892-12-08,1896-04-02,"Valentine","Nebraska"
"1753","The Columbus journal.","sn95073194",1878-08-28,1911-11-09,"Columbus","Nebraska"
"1754","The commoner.","46032385",1901-01-23,1922-12-01,"Lincoln","Nebraska"
"1755","The courier.","sn99066033",1894-03-17,1903-04-04,"Lincoln","Nebraska"
"1756","Custer County Republican.","sn94055463",1899-03-16,1910-12-29,"Broken Bow","Nebraska"
"1757","Dakota City herald.","sn84020146",1859-08-13,1860-05-04,"Dakota City","Nebraska"
"1758","Dakota County herald.","2010270500",1899-12-02,1922-03-16,"Dakota City","Nebraska"
"1759","The Falls City tribune.","sn94056446",1904-01-08,1908-07-24,"Falls City","Nebraska"
"1760","The farmers' alliance and Nebraska independent.","2017270210",1892-04-07,1892-06-23,"Lincoln","Nebraska"
"1761","The farmers' alliance.","2017270209",1889-12-14,1892-03-31,"Lincoln","Nebraska"
"1762","Harrison press-journal.","2018270202",1899-08-03,1905-01-26,"Harrison","Nebraska"
"1763","The huntsman's echo. [volume] (Wood River, Buffalo County, N.T.","sn86091413",1860-06-14,1861-08-01,"Wood River","Nebraska"
"1764","The independent.","sn88086144",1902-11-06,1907-04-25,"Lincoln","Nebraska"
"1765","The journal.","2018270200",1888-09-13,1888-09-13,"Harrison","Nebraska"
"1766","Lincoln County tribune.","2010270502",1885-09-26,1890-08-20,"North Platte","Nebraska"
"1767","The Lincoln independent.","2017270203",1895-09-27,1896-01-03,"Lincoln","Nebraska"
"1768","The Loup City northwestern.","2018270203",1892-05-27,1917-09-27,"Loup City","Nebraska"
"1769","The McCook tribune.","sn94056415",1885-06-03,1912-05-13,"McCook","Nebraska"
"1770","McCook weekly tribune.","sn94056414",1883-09-06,1885-05-28,"McCook","Nebraska"
"1771","Nebraska advertiser. [volume] (Brownville, Nemaha County, N.T.","sn84020109",1856-06-07,1882-09-14,"Brownville","Nebraska"
"1772","The Nebraska advertiser.","2010270508",1892-06-24,1908-12-25,"Nemaha City","Nebraska"
"1773","The Nebraska independent.","2017270205",1896-01-16,1902-10-30,"Lincoln","Nebraska"
"1774","Nebraska palladium.","sn84020241",1854-07-15,1855-04-11,"Bellevieu City","Nebraska"
"1775","Nebraska Staats-Anzeiger.","2017270200",1883-11-02,1901-03-07,"Lincoln","Nebraska"
"1776","The Norfolk weekly news-journal.","sn95070058",1900-11-23,1912-03-29,"Norfolk","Nebraska"
"1777","The Norfolk weekly news.","sn95070060",1899-03-09,1900-11-15,"Norfolk","Nebraska"
"1778","The North Platte semi-weekly tribune.","2010270504",1895-01-01,1922-12-29,"North Platte","Nebraska"
"1779","The North Platte tribune.","2010270503",1890-10-08,1894-12-26,"North Platte","Nebraska"
"1780","Omaha daily bee.","sn99021999",1872-12-31,1922-06-14,"Omaha","Nebraska"
"1781","The Omaha morning bee.","sn84024326",1922-04-01,1922-12-03,"Omaha","Nebraska"
"1782","Pokrok západu.","2017270206",1892-10-21,1900-08-10,"Omaha","Nebraska"
"1783","Pokrok západu.","sn83045348",1871-09-15,1920-12-29,"Omaha","Nebraska"
"1784","The Red Cloud chief.","sn84022835",1873-10-09,1922-12-28,"Red Cloud","Nebraska"
"1785","Saturday morning courier.","2010270512",1893-07-08,1894-03-10,"Lincoln","Nebraska"
"1786","The Sioux County journal.","2018270201",1888-09-20,1899-07-20,"Harrison","Nebraska"
"1788","Sunday morning courier.","2010270511",1893-06-18,1893-07-02,"Lincoln","Nebraska"
"1789","Tägliche Omaha tribüne.","sn83045652",1912-10-02,1920-04-30,"Omaha","Nebraska"
"1790","Valentine Democrat.","sn95069780",1900-05-03,1912-05-16,"Valentine","Nebraska"
"1791","The Valentine Democrat.","sn95069778",1896-04-09,1898-08-25,"Valentine","Nebraska"
"1792","The wageworker.","sn86063459",1904-04-29,1911-01-27,"Lincoln","Nebraska"
"1793","The wealth makers of the world.","2017270204",1894-03-15,1896-01-09,"Lincoln","Nebraska"
"1794","The weekly independent.","2017270213",1895-08-22,1895-09-20,"Lincoln","Nebraska"
"1795","Western news-Democrat.","sn95069779",1898-09-01,1900-04-26,"Valentine","Nebraska"
"1796","Will Maupin's weekly.","2017270207",1911-02-03,1912-10-25,"Lincoln","Nebraska"
"1797","Carson City daily appeal.","sn86076241",1907-07-10,1922-12-30,"Carson City","Nevada"
"1798","Carson daily appeal.","sn86076199",1873-03-11,1877-04-29,"Carson City","Nevada"
"1799","The Carson daily appeal.","sn84022040",1866-08-01,1870-10-09,"Carson City","Nevada"
"1800","The daily appeal.","sn86076248",1906-05-03,1907-07-08,"Carson City","Nevada"
"1801","Daily independent.","sn84020355",1887-01-03,1915-03-29,"Elko","Nevada"
"1802","The Daily state register.","sn84020345",1870-12-29,1872-11-30,"Carson City","Nevada"
"1803","Elko independent.","sn86076367",1915-03-30,1921-06-21,"Elko","Nevada"
"1804","The Elko independent.","sn84022043",1869-06-19,1871-06-17,"Elko","Nevada"
"1805","The Ely record.","sn86076215",1872-09-01,1872-09-15,"Pioche City","Nevada"
"1806","Eureka daily sentinel.","sn84022044",1871-10-13,1887-10-02,"Eureka","Nevada"
"1807","The Eureka sentinel.","sn86076201",1902-01-18,1922-12-30,"Eureka","Nevada"
"1808","Eureka weekly sentinel.","sn86076200",1887-10-08,1902-01-11,"Eureka","Nevada"
"1809","Gold Hill daily news. [volume] (Gold Hill, N.T.","sn84022046",1863-10-12,1882-04-08,"Gold Hill","Nevada"
"1810","The Goldfield news and weekly tribune.","sn85058376",1914-01-10,1919-12-27,"Goldfield","Nevada"
"1811","The Goldfield news.","sn85058379",1904-04-29,1910-12-31,"Goldfield","Nevada"
"1812","Las Vegas age.","sn86076141",1905-08-19,1947-11-30,"Las Vegas","Nevada"
"1813","Las Vegas times.","sn86076027",1905-04-01,1906-11-03,"Las Vegas","Nevada"
"1814","Lincoln County record.","sn86091347",1900-07-06,1905-12-29,"Pioche","Nevada"
"1815","Lyon County times.","sn84022053",1874-07-04,1907-09-14,"Silver City","Nevada"
"1816","Morning appeal.","sn86076999",1877-05-01,1906-05-02,"Carson City","Nevada"
"1817","The new daily appeal.","sn86076182",1872-09-09,1873-03-09,"Carson City","Nevada"
"1818","Pioche daily record.","sn84022048",1872-09-17,1876-11-12,"Pioche","Nevada"
"1819","The Pioche record.","sn86091349",1909-01-02,1922-12-29,"Pioche","Nevada"
"1820"," The Pioche tri-weekly record [volume] (Pioche, Nevada) 1876-1876 ","2015270825",1876-11-15,1876-12-31,"Pioche","Nevada"
"1821","The Pioche weekly record.","sn86091346",1877-01-06,1900-06-29,"Pioche","Nevada"
"1822","The Pioche weekly record.","sn86091348",1906-01-05,1908-12-26,"Pioche","Nevada"
"1823","The Silver state.","sn84022060",1875-02-15,1880-12-31,"Unionville","Nevada"
"1824","Tonopah bonanza.","sn86076135",1901-06-15,1909-12-25,"Butler City","Nevada"
"1825","Tonopah daily bonanza.","sn86076142",1906-10-24,1922-12-30,"Tonopah","Nevada"
"1826","The weekly Elko independent.","sn86091341",1875-02-27,1887-01-23,"Elko","Nevada"
"1827","Weekly independent.","sn86076366",1887-01-30,1914-12-25,"Elko","Nevada"
"1828","Yerington times.","sn86076216",1907-09-21,1922-12-27,"Yerington","Nevada"
"1829","Bridgeton pioneer.","sn87068192",1884-01-10,1917-10-11,"Bridgeton","New Jersey"
"1830","The Evening star and Newark advertiser.","sn84020504",1907-07-01,1908-02-01,"Newark","New Jersey"
"1831","The Jersey City news.","sn87068097",1889-02-27,1906-12-22,"Jersey City","New Jersey"
"1832","Newark evening star and Newark advertiser.","sn91064011",1909-11-27,1912-12-31,"Newark","New Jersey"
"1833","The Newark star and Newark advertiser.","sn91064010",1909-04-03,1909-11-26,"Newark","New Jersey"
"1834","Perth Amboy evening news.","sn85035720",1903-08-01,1923-12-31,"Perth Amboy","New Jersey"
"1835","The star and Newark advertiser.","sn91064009",1908-02-03,1909-04-02,"Newark","New Jersey"
"1836","The Star and Newark advertiser.","sn84020513",1908-04-24,1908-09-08,"Newark","New Jersey"
"1837","The Sunday morning news.","sn85036014",1891-11-01,1891-12-27,"Jersey City","New Jersey"
"1838","West-Jersey pioneer.","sn83032103",1852-11-20,1884-01-03,"Bridgeton","New Jersey"
"1839","Alamogordo news-advertiser.","sn92070564",1912-12-07,1913-06-13,"Alamogordo","New Mexico"
"1840","The Alamogordo news.","sn92070566",1900-01-04,1912-11-28,"Alamogordo","New Mexico"
"1841","Albuquerque citizen.","sn84020616",1907-07-26,1909-08-31,"Albuquerque","New Mexico"
"1842","Albuquerque daily citizen.","sn84020613",1898-01-01,1903-06-30,"Albuquerque","New Mexico"
"1843","Albuquerque evening citizen.","sn84020615",1905-07-01,1907-07-25,"Albuquerque","New Mexico"
"1844","Albuquerque evening herald.","sn92070581",1911-03-07,1914-01-26,"Albuquerque","New Mexico"
"1845","The Albuquerque morning journal.","sn86063567",1882-09-01,1884-08-31,"New Albuquerque","New Mexico"
"1846","Albuquerque morning journal.","sn84031081",1905-10-01,1922-12-31,"Albuquerque","New Mexico"
"1847","Albuquerque weekly citizen.","sn92070464",1891-01-10,1906-12-29,"Albuquerque","New Mexico"
"1848","Belen news.","sn92070450",1913-01-02,1921-12-24,"Belen","New Mexico"
"1849","The Black range.","sn87090373",1882-10-06,1897-08-06,"Robinson","New Mexico"
"1850","Carlsbad current and New Mexico sun.","sn93061430",1908-01-03,1908-11-13,"Carlsbad","New Mexico"
"1851","The Carlsbad current.","sn93061428",1908-11-20,1922-12-29,"Carlsbad","New Mexico"
"1852","Carlsbad current.","sn93061429",1899-06-03,1901-04-27,"Carlsbad","New Mexico"
"1853","Carrizozo news.","sn86063539",1908-06-12,1919-12-26,"Carrizozo","New Mexico"
"1854","Carrizozo outlook.","sn94056939",1915-01-15,1921-12-16,"Carrizozo","New Mexico"
"1855","Los Cerrillos rustler.","sn91052379",1888-11-30,1891-07-17,"Cerrillos","New Mexico"
"1856","The chieftain.","sn92070454",1891-11-27,1901-12-28,"Socorro","New Mexico"
"1857","The Cimarron citizen.","sn92070542",1908-03-04,1908-09-09,"Cimarron","New Mexico"
"1858","The Cimarron news and Cimarron citizen.","sn92070544",1911-01-07,1914-12-31,"Cimarron","New Mexico"
"1859","The Cimarron news and press.","sn92070543",1907-01-10,1907-10-24,"Cimarron","New Mexico"
"1860","The Clayton citizen.","sn93061569",1906-09-21,1916-12-28,"Clayton","New Mexico"
"1861","Clayton enterprise.","sn94056928",1905-03-03,1906-09-14,"Clayton","New Mexico"
"1862","The Clayton news.","sn93061573",1915-01-02,1922-12-15,"Clayton","New Mexico"
"1863","The Clovis news.","sn93061777",1911-12-21,1921-12-29,"Clovis","New Mexico"
"1864","The Columbus courier.","sn92070539",1911-06-30,1920-04-02,"Columbus","New Mexico"
"1865","Columbus daily courier.","sn94056836",1920-04-10,1920-07-31,"Columbus","New Mexico"
"1866","The Columbus weekly courier.","sn94056837",1920-08-06,1920-12-31,"Columbus","New Mexico"
"1867","Daily gazette.","sn93061632",1879-07-31,1880-08-31,"Las Vegas","New Mexico"
"1868","Deming graphic.","sn86063579",1903-03-18,1921-12-27,"Deming","New Mexico"
"1869","Deming headlight.","sn83004264",1890-01-04,1901-06-01,"Deming","New Mexico"
"1870","The eagle.","sn92070477",1894-08-22,1898-05-14,"Silver City","New Mexico"
"1871","The Eddy current.","sn93061674",1896-01-16,1899-05-27,"Eddy","New Mexico"
"1872","Estancia news-herald.","sn94057017",1912-02-02,1921-12-29,"Estancia","New Mexico"
"1873","The Estancia news.","sn93061466",1904-10-21,1912-01-26,"Estancia","New Mexico"
"1874","The evening current.","sn93061433",1917-04-16,1918-12-14,"Carlsbad","New Mexico"
"1875","The evening herald.","sn92070582",1914-01-27,1922-07-11,"Albuquerque","New Mexico"
"1876","El farol.","sn87090070",1905-12-12,1906-11-20,"Capitan","New Mexico"
"1877","The Fort Sumner review.","sn94056832",1909-07-17,1911-12-16,"Fort Sumner","New Mexico"
"1878","Golden era.","sn92070445",1884-07-17,1886-02-18,"Lincoln","New Mexico"
"1879","El Hispano-Americano.","sn93061379",1916-06-03,1921-12-24,"Belen","New Mexico"
"1880","El independiente.","sn94056852",1894-03-24,1913-01-30,"Las Vegas","New Mexico"
"1881","The Kenna record.","sn93061371",1910-01-14,1921-11-11,"Kenna","New Mexico"
"1882","Las Vegas daily gazette.","sn90051703",1881-06-28,1886-05-02,"Las Vegas","New Mexico"
"1883","Las Vegas daily optic.","sn86063592",1896-03-06,1907-04-29,"Las Vegas","New Mexico"
"1884","Las Vegas free press.","sn96061021",1892-01-02,1892-11-18,"East Las Vegas","New Mexico"
"1885","The Las Vegas gazette.","sn93061633",1886-05-03,1886-06-06,"Las Vegas","New Mexico"
"1886","Las Vegas gazette.","sn84027457",1872-10-05,1878-12-28,"Las Vegas","New Mexico"
"1887","Las Vegas morning gazette.","sn93061631",1880-09-16,1881-06-26,"Las Vegas","New Mexico"
"1888","Las Vegas optic.","sn92070417",1909-03-19,1914-12-31,"East Las Vegas","New Mexico"
